construct,standard,host,kind,iso_clause,std_ref,arabic,aramaic,assamese,bengali,dari,gujarati,hebrew,hindi,kannada,kashmiri,malayalam,marathi,nepali,odia,pali,pashto,persian,phoenician,prakrit,punjabi,sanskrit,shahmukhi,sindhi,syriac,tamil,telugu,urdu
ASM_LENGTH,LENGTH,asm,identifier,,x86 / gas,,,,,,,,नाप,,,,,,,,,,,,,,,,,,,
ASM_LINE,LINE,asm,identifier,,x86 / gas,,,,,,,,पंक्ति,,,,,,,,,,,,,,,,,,,لکیر
ASM_LOW,LOW,asm,identifier,,x86 / gas,,,,,,,,न्यून,,,,,,,,,,,,,,,,,,,
ASM_LT,LT,asm,identifier,,x86 / gas,,,,,,,,कम,,,,,,,,,,,,,,,,,,,
ASM_MASK,MASK,asm,identifier,,x86 / gas,,,,,,,,नकाब,,,,,,,,,,,,,,,,,,,
ASM_MOD,MOD,asm,identifier,,x86 / gas,,,,,,,,शेष,,,,,,,,,,,,,,,,,,,
ASM_NE,NE,asm,identifier,,x86 / gas,,,,,,,,नब,,,,,,,,,,,,,,,,,,,
ASM_NEAR,NEAR,asm,identifier,,x86 / gas,,,,,,,,निकट,,,,,,,,,,,,,,,,,,,
ASM_NOT,NOT,asm,identifier,,x86 / gas,,,,,,,,नहीं,,,,,,,,,,,,,,,,,,,
ASM_NOTHING,NOTHING,asm,identifier,,x86 / gas,,,,,,,,कुछ_नहीं,,,,,,,,,,,,,,,,,,,
ASM_OFFSET,OFFSET,asm,identifier,,x86 / gas,,,,,,,,दुरत्व,,,,,,,,,,,,,,,,,,,
ASM_OR,OR,asm,identifier,,x86 / gas,,,,,,,,या,,,,,,,,,,,,,,,,,,,
ASM_PTR,PTR,asm,identifier,,x86 / gas,,,,,,,,सूचक,,,,,,,,,,,,,,,,,,,
ASM_SEG,SEG,asm,identifier,,x86 / gas,,,,,,,,खंड,,,,,,,,,,,,,,,,,,,
ASM_SHORT,SHORT,asm,identifier,,x86 / gas,,,,,,,,लघु,,,,,,,,,,,,,,,,,,,
ASM_SIZE,SIZE,asm,identifier,,x86 / gas,,,,,,,,माप,,,,,,,,,,,,,,,,,,,
ASM_STACK,STACK,asm,identifier,,x86 / gas,,,,,,,,ढेर,,,,,,,,,,,,,,,,,,,
ASM_THIS,THIS,asm,identifier,,x86 / gas,,,,,,,,यह,,,,,,,,,,,,,,,,,,,
ASM_TYPE,TYPE,asm,identifier,,x86 / gas,,,,,,,,प्रकार,,,,,,,,,,,,,,,,,,,
ASM_WHILE,WHILE,asm,identifier,,x86 / gas,,,,,,,,जबतक,,,,,,,,,,,,,,,,,,,جبتک
ASM_WIDTH,WIDTH,asm,identifier,,x86 / gas,,,,,,,,चौड़ाई,,,,,,,,,,,,,,,,,,,
ASM_WORD,WORD,asm,identifier,,x86 / gas,,,,,,,,शब्द,,,,,,,,,,,,,,,,,,,
ASM_XOR,XOR,asm,identifier,,x86 / gas,,,,,,,,अथवा,,,,,,,,,,,,,,,,,,,
ASM_ALIGN,ALIGN,asm,identifier,,x86 / gas,,,,,,,,मिलाओ,,,,,,,,,,,,,,,,,,,
ASM__ALPHA,.ALPHA,asm,header,,x86 / gas,,,,,,,,\.सजाओ,,,,,,,,,,,,,,,,,,,
ASM_ASSUME,ASSUME,asm,identifier,,x86 / gas,,,,,,,,मानो,,,,,,,,,,,,,,,,,,,
ASM__CODE,.CODE,asm,header,,x86 / gas,,,,,,,,\.कूट,,,,,,,,,,,,,,,,,,,
ASM_COMM,COMM,asm,identifier,,x86 / gas,,,,,,,,साधारण,,,,,,,,,,,,,,,,,,,
ASM__CONST,.CONST,asm,header,,x86 / gas,,,,,,,,\.स्थिर,,,,,,,,,,,,,,,,,,,
ASM__CREF,.CREF,asm,header,,x86 / gas,,,,,,,,\.संदर्भ,,,,,,,,,,,,,,,,,,,
ASM__DATA,.DATA,asm,header,,x86 / gas,,,,,,,,\.तथ्य,,,,,,,,,,,,,,,,,,,
ASM_DB,DB,asm,identifier,,x86 / gas,,,,,,,,तब,,,,,,,,,,,,,,,,,,,
ASM_DWORD,DWORD,asm,identifier,,x86 / gas,,,,,,,,तथ्य_द्विगुन,,,,,,,,,,,,,,,,,,,
ASM_DD,DD,asm,identifier,,x86 / gas,,,,,,,,तद,,,,,,,,,,,,,,,,,,,
ASM_DF,DF,asm,identifier,,x86 / gas,,,,,,,,तदूर,,,,,,,,,,,,,,,,,,,
ASM_FWORD,FWORD,asm,identifier,,x86 / gas,,,,,,,,तथ्य_दूर,,,,,,,,,,,,,,,,,,,
ASM_DOSSEG,DOSSEG,asm,identifier,,x86 / gas,,,,,,,,डॉसखंड,,,,,,,,,,,,,,,,,,,
ASM_QWORD,QWORD,asm,identifier,,x86 / gas,,,,,,,,तथ्य_चौथ,,,,,,,,,,,,,,,,,,,
ASM_DQ,DQ,asm,identifier,,x86 / gas,,,,,,,,तच,,,,,,,,,,,,,,,,,,,
ASM_DT,DT,asm,identifier,,x86 / gas,,,,,,,,दब,,,,,,,,,,,,,,,,,,,
ASM_TWORD,TWORD,asm,identifier,,x86 / gas,,,,,,,,दस_बाइट,,,,,,,,,,,,,,,,,,,
ASM_DW,DW,asm,identifier,,x86 / gas,,,,,,,,तश,,,,,,,,,,,,,,,,,,,
ASM_ELSE,ELSE,asm,identifier,,x86 / gas,,,,,,,,अन्था,,,,,,,,,,,,,,,,,,,ورنہ
ASM_END,END,asm,identifier,,x86 / gas,,,,,,,,पूर्ण,,,,,,,,,,,,,,,,,,,ختم
ASM_ENDIF,ENDIF,asm,identifier,,x86 / gas,,,,,,,,पूर्ण_अगर,,,,,,,,,,,,,,,,,,,
ASM_ENDM,ENDM,asm,identifier,,x86 / gas,,,,,,,,पूर्ण_सक्रिया,,,,,,,,,,,,,,,,,,,
ASM_ENDP,ENDP,asm,identifier,,x86 / gas,,,,,,,,पूर्ण_क्रिया,,,,,,,,,,,,,,,,,,,
ASM_ENDS,ENDS,asm,identifier,,x86 / gas,,,,,,,,पूर्ण_खंड,,,,,,,,,,,,,,,,,,,
ASM_EQU,EQU,asm,identifier,,x86 / gas,,,,,,,,सम,,,,,,,,,,,,,,,,,,,
ASM__ERR,.ERR,asm,header,,x86 / gas,,,,,,,,\.त्रुटि,,,,,,,,,,,,,,,,,,,
ASM__ERR1,.ERR1,asm,header,,x86 / gas,,,,,,,,\.त्रुटि1,,,,,,,,,,,,,,,,,,,
ASM__ERR2,.ERR2,asm,header,,x86 / gas,,,,,,,,\.त्रुटि2,,,,,,,,,,,,,,,,,,,
ASM__ERRE,.ERRE,asm,header,,x86 / gas,,,,,,,,\.त्रुटि_सत,,,,,,,,,,,,,,,,,,,
ASM__ERRNZ,.ERRNZ,asm,header,,x86 / gas,,,,,,,,\.त्रुटि_असत,,,,,,,,,,,,,,,,,,,
ASM__ERRDEF,.ERRDEF,asm,header,,x86 / gas,,,,,,,,\.त्रुटि_घोषित,,,,,,,,,,,,,,,,,,,
ASM__ERRNDEF,.ERRNDEF,asm,header,,x86 / gas,,,,,,,,\.त्रुटि_अघोषित,,,,,,,,,,,,,,,,,,,
ASM__ERRB,.ERRB,asm,header,,x86 / gas,,,,,,,,\.त्रुटि_खाली,,,,,,,,,,,,,,,,,,,
ASM__ERRNB,.ERRNB,asm,header,,x86 / gas,,,,,,,,\.त्रुटि_न_खाली,,,,,,,,,,,,,,,,,,,
ASM__ERRIDN_I_,.ERRIDN[I],asm,header,,x86 / gas,,,,,,,,\.त्रुटि_सम_माला,,,,,,,,,,,,,,,,,,,
ASM__ERRDIF_I_,.ERRDIF[I],asm,header,,x86 / gas,,,,,,,,\.त्रुटि_असम_माला,,,,,,,,,,,,,,,,,,,
ASM_EVEN,EVEN,asm,identifier,,x86 / gas,,,,,,,,जोड़_मिल,,,,,,,,,,,,,,,,,,,
ASM__EXIT,.EXIT,asm,header,,x86 / gas,,,,,,,,\.निकास,,,,,,,,,,,,,,,,,,,
ASM_EXITM,EXITM,asm,identifier,,x86 / gas,,,,,,,,निकासक,,,,,,,,,,,,,,,,,,,
ASM_EXTERN,EXTERN,asm,identifier,,x86 / gas,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM_EXTRN,EXTRN,asm,identifier,,x86 / gas,,,,,,,,बाह्य,,,,,,,,,,,,,,,,,,,
ASM__FARDATA,.FARDATA,asm,header,,x86 / gas,,,,,,,,\.दूरतथ्य,,,,,,,,,,,,,,,,,,,
ASM_GROUP,GROUP,asm,identifier,,x86 / gas,,,,,,,,समूह,,,,,,,,,,,,,,,,,,,
ASM_IF,IF,asm,identifier,,x86 / gas,,,,,,,,अगर,,,,,,,,,,,,,,,,,,,اگر
ASM_IF1,IF1,asm,identifier,,x86 / gas,,,,,,,,अगर1,,,,,,,,,,,,,,,,,,,
ASM_IF2,IF2,asm,identifier,,x86 / gas,,,,,,,,अगर2,,,,,,,,,,,,,,,,,,,
ASM_IFB,IFB,asm,identifier,,x86 / gas,,,,,,,,अगर_खाली,,,,,,,,,,,,,,,,,,,
ASM_IFDEF,IFDEF,asm,identifier,,x86 / gas,,,,,,,,अगर_घोषित,,,,,,,,,,,,,,,,,,,
ASM_IFDIF,IFDIF,asm,identifier,,x86 / gas,,,,,,,,अगर_असम,,,,,,,,,,,,,,,,,,,
ASM_IFE,IFE,asm,identifier,,x86 / gas,,,,,,,,अगर_असत,,,,,,,,,,,,,,,,,,,
ASM_IFIDN,IFIDN,asm,identifier,,x86 / gas,,,,,,,,अगर_सम,,,,,,,,,,,,,,,,,,,
ASM_IFNB,IFNB,asm,identifier,,x86 / gas,,,,,,,,अगर_भरा,,,,,,,,,,,,,,,,,,,
ASM_IFNDEF,IFNDEF,asm,identifier,,x86 / gas,,,,,,,,अगर_अघोषित,,,,,,,,,,,,,,,,,,,
ASM_INCLUDE,INCLUDE,asm,identifier,,x86 / gas,,,,,,,,समावेश,,,,,,,,,,,,,,,,,,,
ASM_INCLUDELIB,INCLUDELIB,asm,identifier,,x86 / gas,,,,,,,,समाकोष,,,,,,,,,,,,,,,,,,,
ASM_IRP,IRP,asm,identifier,,x86 / gas,,,,,,,,क्रम,,,,,,,,,,,,,,,,,,,
ASM_IRPC,IRPC,asm,identifier,,x86 / gas,,,,,,,,क्रमअ,,,,,,,,,,,,,,,,,,,
ASM_LABEL,LABEL,asm,identifier,,x86 / gas,,,,,,,,मोहर,,,,,,,,,,,,,,,,,,,
ASM__LALL,.LALL,asm,header,,x86 / gas,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM__LFCOND,.LFCOND,asm,header,,x86 / gas,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM__LIST,.LIST,asm,header,,x86 / gas,,,,,,,,\.दिखाओ,,,,,,,,,,,,,,,,,,,
ASM_LOCAL,LOCAL,asm,identifier,,x86 / gas,,,,,,,,स्थानीय,,,,,,,,,,,,,,,,,,,
ASM__MODEL,.MODEL,asm,header,,x86 / gas,,,,,,,,\.स्वरूप,,,,,,,,,,,,,,,,,,,
ASM_MACRO,MACRO,asm,identifier,,x86 / gas,,,,,,,,सक्रिया,,,,,,,,,,,,,,,,,,,
ASM_NAME,NAME,asm,identifier,,x86 / gas,,,,,,,,नाम,,,,,,,,,,,,,,,,,,,
ASM_ORG,ORG,asm,identifier,,x86 / gas,,,,,,,,शुरू,,,,,,,,,,,,,,,,,,,
ASM_PAGE,PAGE,asm,identifier,,x86 / gas,,,,,,,,पृष्ठ,,,,,,,,,,,,,,,,,,,
ASM_PROC,PROC,asm,identifier,,x86 / gas,,,,,,,,क्रिया,,,,,,,,,,,,,,,,,,,
ASM_PUBLIC,PUBLIC,asm,identifier,,x86 / gas,,,,,,,,सार्व,,,,,,,,,,,,,,,,,,,
ASM_PURGE,PURGE,asm,identifier,,x86 / gas,,,,,,,,सीमित,,,,,,,,,,,,,,,,,,,
ASM__RADIX,.RADIX,asm,header,,x86 / gas,,,,,,,,\.आधार,,,,,,,,,,,,,,,,,,,
ASM_RECORD,RECORD,asm,identifier,,x86 / gas,,,,,,,,अभिलेख,,,,,,,,,,,,,,,,,,,
ASM_REPT,REPT,asm,identifier,,x86 / gas,,,,,,,,दोहराओ,,,,,,,,,,,,,,,,,,,
ASM__SALL,.SALL,asm,header,,x86 / gas,,,,,,,,\.मत_यंत्र,,,,,,,,,,,,,,,,,,,
ASM_SEGMENT,SEGMENT,asm,identifier,,x86 / gas,,,,,,,,अखंड,,,,,,,,,,,,,,,,,,,
ASM__SEQ,.SEQ,asm,header,,x86 / gas,,,,,,,,\.मूल,,,,,,,,,,,,,,,,,,,
ASM__SFCOND,.SFCOND,asm,header,,x86 / gas,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM__STACK,.STACK,asm,header,,x86 / gas,,,,,,,,\.ढेर,,,,,,,,,,,,,,,,,,,
ASM_STRUC,STRUC,asm,identifier,,x86 / gas,,,,,,,,ढाँचा,,,,,,,,,,,,,,,,,,,
ASM_SUBTTL,SUBTTL,asm,identifier,,x86 / gas,,,,,,,,उपशीर्षक,,,,,,,,,,,,,,,,,,,
ASM__TFCOND,.TFCOND,asm,header,,x86 / gas,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM_TITLE,TITLE,asm,identifier,,x86 / gas,,,,,,,,शीर्षक,,,,,,,,,,,,,,,,,,,
ASM_UNI0N,UNI0N,asm,identifier,,x86 / gas,,,,,,,,जोड़,,,,,,,,,,,,,,,,,,,
ASM__XALL,.XALL,asm,header,,x86 / gas,,,,,,,,\.मत_कोई,,,,,,,,,,,,,,,,,,,
ASM__XCREF,.XCREF,asm,header,,x86 / gas,,,,,,,,\.असंदर्भ,,,,,,,,,,,,,,,,,,,
ASM__XLIST,.XLIST,asm,header,,x86 / gas,,,,,,,,\.मत_दिखाओ,,,,,,,,,,,,,,,,,,,
ASM_ENTRY,ENTRY,asm,identifier,,x86 / gas,,,,,,,,प्रथम,,,,,,,,,,,,,,,,,,,
ASM_FORMAT,FORMAT,asm,identifier,,x86 / gas,,,,,,,,विधि,,,,,,,,,,,,,,,,,,,
ASM_EXECUTABLE,EXECUTABLE,asm,identifier,,x86 / gas,,,,,,,,प्रयोग,,,,,,,,,,,,,,,,,,,
ASM_READABLE,READABLE,asm,identifier,,x86 / gas,,,,,,,,पाठक,,,,,,,,,,,,,,,,,,,
ASM_WRITEABLE,WRITEABLE,asm,identifier,,x86 / gas,,,,,,,,लेखक,,,,,,,,,,,,,,,,,,,
ASM_AAA,AAA,asm,identifier,,x86 / gas,,,,,,,,जठ,,,,,,,,,,,,,,,,,,,
ASM_AAD,AAD,asm,identifier,,x86 / gas,,,,,,,,भाठ,,,,,,,,,,,,,,,,,,,
ASM_AAM,AAM,asm,identifier,,x86 / gas,,,,,,,,गठ,,,,,,,,,,,,,,,,,,,
ASM_AAS,AAS,asm,identifier,,x86 / gas,,,,,,,,घठ,,,,,,,,,,,,,,,,,,,
ASM_ADC,ADC,asm,identifier,,x86 / gas,,,,,,,,जढ,,,,,,,,,,,,,,,,,,,
ASM_ADD,ADD,asm,identifier,,x86 / gas,,,,,,,,जमा,,,,,,,,,,,,,,,,,,,
ASM_ARPL,ARPL,asm,identifier,,x86 / gas,,,,,,,,छसठ,,,,,,,,,,,,,,,,,,,
ASM_BOUND,BOUND,asm,identifier,,x86 / gas,,,,,,,,सीमा,,,,,,,,,,,,,,,,,,,
ASM_BSF,BSF,asm,identifier,,x86 / gas,,,,,,,,अब,,,,,,,,,,,,,,,,,,,
ASM_BSR,BSR,asm,identifier,,x86 / gas,,,,,,,,पब,,,,,,,,,,,,,,,,,,,
ASM_BT,BT,asm,identifier,,x86 / gas,,,,,,,,बिटज,,,,,,,,,,,,,,,,,,,
ASM_BTC,BTC,asm,identifier,,x86 / gas,,,,,,,,बजविप,,,,,,,,,,,,,,,,,,,
ASM_BTR,BTR,asm,identifier,,x86 / gas,,,,,,,,बजप,,,,,,,,,,,,,,,,,,,
ASM_BTS,BTS,asm,identifier,,x86 / gas,,,,,,,,बजव,,,,,,,,,,,,,,,,,,,
ASM_CALL,CALL,asm,identifier,,x86 / gas,,,,,,,,आरम्भ,,,,,,,,,,,,,,,,,,,بلاؤ
ASM_CBW,CBW,asm,identifier,,x86 / gas,,,,,,,,बसश,,,,,,,,,,,,,,,,,,,
ASM_CDQ,CDQ,asm,identifier,,x86 / gas,,,,,,,,दसच,,,,,,,,,,,,,,,,,,,
ASM_CLC,CLC,asm,identifier,,x86 / gas,,,,,,,,सढझ,,,,,,,,,,,,,,,,,,,
ASM_CLD,CLD,asm,identifier,,x86 / gas,,,,,,,,सदझ,,,,,,,,,,,,,,,,,,,
ASM_CLI,CLI,asm,identifier,,x86 / gas,,,,,,,,वब,,,,,,,,,,,,,,,,,,,
ASM_CLTS,CLTS,asm,identifier,,x86 / gas,,,,,,,,सकब,,,,,,,,,,,,,,,,,,,
ASM_CMC,CMC,asm,identifier,,x86 / gas,,,,,,,,वढ,,,,,,,,,,,,,,,,,,,
ASM_CMP,CMP,asm,identifier,,x86 / gas,,,,,,,,भेद,,,,,,,,,,,,,,,,,,,
ASM_CMPSB,CMPSB,asm,identifier,,x86 / gas,,,,,,,,भमाब,,,,,,,,,,,,,,,,,,,
ASM_CMPSW,CMPSW,asm,identifier,,x86 / gas,,,,,,,,भमाश,,,,,,,,,,,,,,,,,,,
ASM_CMPXCHG,CMPXCHG,asm,identifier,,x86 / gas,,,,,,,,भेद_बदल,,,,,,,,,,,,,,,,,,,
ASM_CMPXCHG8B,CMPXCHG8B,asm,identifier,,x86 / gas,,,,,,,,भेद_बदल_8ब,,,,,,,,,,,,,,,,,,,
ASM_CWD,CWD,asm,identifier,,x86 / gas,,,,,,,,शसद,,,,,,,,,,,,,,,,,,,
ASM_DAA,DAA,asm,identifier,,x86 / gas,,,,,,,,दजठ,,,,,,,,,,,,,,,,,,,
ASM_DAS,DAS,asm,identifier,,x86 / gas,,,,,,,,दघठ,,,,,,,,,,,,,,,,,,,
ASM_DEC,DEC,asm,identifier,,x86 / gas,,,,,,,,नफा,,,,,,,,,,,,,,,,,,,
ASM_DIV,DIV,asm,identifier,,x86 / gas,,,,,,,,भाग,,,,,,,,,,,,,,,,,,,
ASM_ENTER,ENTER,asm,identifier,,x86 / gas,,,,,,,,प्रवेश,,,,,,,,,,,,,,,,,,,
ASM_ESC,ESC,asm,identifier,,x86 / gas,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM_HLT,HLT,asm,identifier,,x86 / gas,,,,,,,,रुको,,,,,,,,,,,,,,,,,,,
ASM_IDIV,IDIV,asm,identifier,,x86 / gas,,,,,,,,पभ,,,,,,,,,,,,,,,,,,,
ASM_IMUL,IMUL,asm,identifier,,x86 / gas,,,,,,,,पग,,,,,,,,,,,,,,,,,,,
ASM_IN,IN,asm,identifier,,x86 / gas,,,,,,,,अंदर,,,,,,,,,,,,,,,,,,,
ASM_INC,INC,asm,identifier,,x86 / gas,,,,,,,,लाभ,,,,,,,,,,,,,,,,,,,
ASM_INSB,INSB,asm,identifier,,x86 / gas,,,,,,,,अमब,,,,,,,,,,,,,,,,,,,
ASM_INSW,INSW,asm,identifier,,x86 / gas,,,,,,,,अमश,,,,,,,,,,,,,,,,,,,
ASM_INT,INT,asm,identifier,,x86 / gas,,,,,,,,विघ्न,,,,,,,,,,,,,,,,,,,
ASM_INT3,INT3,asm,identifier,,x86 / gas,,,,,,,,विघ्न3,,,,,,,,,,,,,,,,,,,
ASM_INTO,INTO,asm,identifier,,x86 / gas,,,,,,,,विघ्नअ,,,,,,,,,,,,,,,,,,,
ASM_IRET,IRET,asm,identifier,,x86 / gas,,,,,,,,ववाप,,,,,,,,,,,,,,,,,,,
ASM_JA,JA,asm,identifier,,x86 / gas,,,,,,,,लऊ,,,,,,,,,,,,,,,,,,,
ASM_JAE,JAE,asm,identifier,,x86 / gas,,,,,,,,लऊब,,,,,,,,,,,,,,,,,,,
ASM_JB,JB,asm,identifier,,x86 / gas,,,,,,,,लन,,,,,,,,,,,,,,,,,,,
ASM_JBE,JBE,asm,identifier,,x86 / gas,,,,,,,,लनीब,,,,,,,,,,,,,,,,,,,
ASM_JCXZ,JCXZ,asm,identifier,,x86 / gas,,,,,,,,लगश,,,,,,,,,,,,,,,,,,,
ASM_JE,JE,asm,identifier,,x86 / gas,,,,,,,,लब,,,,,,,,,,,,,,,,,,,
ASM_JECXZ,JECXZ,asm,identifier,,x86 / gas,,,,,,,,लबगश,,,,,,,,,,,,,,,,,,,
ASM_JG,JG,asm,identifier,,x86 / gas,,,,,,,,लज,,,,,,,,,,,,,,,,,,,
ASM_JGE,JGE,asm,identifier,,x86 / gas,,,,,,,,लजब,,,,,,,,,,,,,,,,,,,
ASM_JL,JL,asm,identifier,,x86 / gas,,,,,,,,लक,,,,,,,,,,,,,,,,,,,
ASM_JLE,JLE,asm,identifier,,x86 / gas,,,,,,,,लकब,,,,,,,,,,,,,,,,,,,
ASM_JMP,JMP,asm,identifier,,x86 / gas,,,,,,,,लाँघ,,,,,,,,,,,,,,,,,,,
ASM_JNA,JNA,asm,identifier,,x86 / gas,,,,,,,,लनऊ,,,,,,,,,,,,,,,,,,,
ASM_JNAE,JNAE,asm,identifier,,x86 / gas,,,,,,,,लनऊब,,,,,,,,,,,,,,,,,,,
ASM_JNB,JNB,asm,identifier,,x86 / gas,,,,,,,,लनन,,,,,,,,,,,,,,,,,,,
ASM_JNBE,JNBE,asm,identifier,,x86 / gas,,,,,,,,लननब,,,,,,,,,,,,,,,,,,,
ASM_JNE,JNE,asm,identifier,,x86 / gas,,,,,,,,लनब,,,,,,,,,,,,,,,,,,,
ASM_JNG,JNG,asm,identifier,,x86 / gas,,,,,,,,लनज,,,,,,,,,,,,,,,,,,,
ASM_JNGE,JNGE,asm,identifier,,x86 / gas,,,,,,,,लनजब,,,,,,,,,,,,,,,,,,,
ASM_JNL,JNL,asm,identifier,,x86 / gas,,,,,,,,लनक,,,,,,,,,,,,,,,,,,,
ASM_JNLE,JNLE,asm,identifier,,x86 / gas,,,,,,,,लनकब,,,,,,,,,,,,,,,,,,,
ASM_JNO,JNO,asm,identifier,,x86 / gas,,,,,,,,लनअ,,,,,,,,,,,,,,,,,,,
ASM_JNP,JNP,asm,identifier,,x86 / gas,,,,,,,,लनम,,,,,,,,,,,,,,,,,,,
ASM_JNS,JNS,asm,identifier,,x86 / gas,,,,,,,,लनच,,,,,,,,,,,,,,,,,,,
ASM_JNZ,JNZ,asm,identifier,,x86 / gas,,,,,,,,लनश,,,,,,,,,,,,,,,,,,,
ASM_JO,JO,asm,identifier,,x86 / gas,,,,,,,,लअ,,,,,,,,,,,,,,,,,,,
ASM_JP,JP,asm,identifier,,x86 / gas,,,,,,,,लम,,,,,,,,,,,,,,,,,,,
ASM_JPE,JPE,asm,identifier,,x86 / gas,,,,,,,,लमब,,,,,,,,,,,,,,,,,,,
ASM_JPO,JPO,asm,identifier,,x86 / gas,,,,,,,,लमअ,,,,,,,,,,,,,,,,,,,
ASM_JS,JS,asm,identifier,,x86 / gas,,,,,,,,लच,,,,,,,,,,,,,,,,,,,
ASM_JZ,JZ,asm,identifier,,x86 / gas,,,,,,,,लश,,,,,,,,,,,,,,,,,,,
ASM_LAHF,LAHF,asm,identifier,,x86 / gas,,,,,,,,भकझ,,,,,,,,,,,,,,,,,,,
ASM_LAR,LAR,asm,identifier,,x86 / gas,,,,,,,,भअ,,,,,,,,,,,,,,,,,,,
ASM_LDS,LDS,asm,identifier,,x86 / gas,,,,,,,,भतख,,,,,,,,,,,,,,,,,,,
ASM_LEA,LEA,asm,identifier,,x86 / gas,,,,,,,,भठ,,,,,,,,,,,,,,,,,,,
ASM_LEAVE,LEAVE,asm,identifier,,x86 / gas,,,,,,,,निकलो,,,,,,,,,,,,,,,,,,,
ASM_LES,LES,asm,identifier,,x86 / gas,,,,,,,,भबख,,,,,,,,,,,,,,,,,,,
ASM_LFS,LFS,asm,identifier,,x86 / gas,,,,,,,,भदख,,,,,,,,,,,,,,,,,,,
ASM_LGDT,LGDT,asm,identifier,,x86 / gas,,,,,,,,भव्या,,,,,,,,,,,,,,,,,,,
ASM_LGS,LGS,asm,identifier,,x86 / gas,,,,,,,,भगख,,,,,,,,,,,,,,,,,,,
ASM_LIDT,LIDT,asm,identifier,,x86 / gas,,,,,,,,भविघ्न,,,,,,,,,,,,,,,,,,,
ASM_LLDT,LLDT,asm,identifier,,x86 / gas,,,,,,,,भस्था,,,,,,,,,,,,,,,,,,,
ASM_LMSW,LMSW,asm,identifier,,x86 / gas,,,,,,,,भयअ,,,,,,,,,,,,,,,,,,,
ASM_LOCK,LOCK,asm,identifier,,x86 / gas,,,,,,,,ताला,,,,,,,,,,,,,,,,,,,
ASM_LODSB,LODSB,asm,identifier,,x86 / gas,,,,,,,,भमब,,,,,,,,,,,,,,,,,,,
ASM_LODSW,LODSW,asm,identifier,,x86 / gas,,,,,,,,भमश,,,,,,,,,,,,,,,,,,,
ASM_LOOP,LOOP,asm,identifier,,x86 / gas,,,,,,,,फिर,,,,,,,,,,,,,,,,,,,دہراؤ
ASM_LOOPE,LOOPE,asm,identifier,,x86 / gas,,,,,,,,फिरबर,,,,,,,,,,,,,,,,,,,
ASM_LOOPNE,LOOPNE,asm,identifier,,x86 / gas,,,,,,,,फिरनब,,,,,,,,,,,,,,,,,,,
ASM_LOOPNZ,LOOPNZ,asm,identifier,,x86 / gas,,,,,,,,फिरनश,,,,,,,,,,,,,,,,,,,
ASM_LOOPZ,LOOPZ,asm,identifier,,x86 / gas,,,,,,,,फिरश,,,,,,,,,,,,,,,,,,,
ASM_LSL,LSL,asm,identifier,,x86 / gas,,,,,,,,भखस,,,,,,,,,,,,,,,,,,,
ASM_LSS,LSS,asm,identifier,,x86 / gas,,,,,,,,भढख,,,,,,,,,,,,,,,,,,,
ASM_LTR,LTR,asm,identifier,,x86 / gas,,,,,,,,भखर,,,,,,,,,,,,,,,,,,,
ASM_MOV,MOV,asm,identifier,,x86 / gas,,,,,,,,डालो,,,,,,,,,,,,,,,,,,,
ASM_MOVSB,MOVSB,asm,identifier,,x86 / gas,,,,,,,,डालोमब,,,,,,,,,,,,,,,,,,,
ASM_MOVSW,MOVSW,asm,identifier,,x86 / gas,,,,,,,,डालोमश,,,,,,,,,,,,,,,,,,,
ASM_MOVSX,MOVSX,asm,identifier,,x86 / gas,,,,,,,,डचअ,,,,,,,,,,,,,,,,,,,
ASM_MOVZX,MOVZX,asm,identifier,,x86 / gas,,,,,,,,डशअ,,,,,,,,,,,,,,,,,,,
ASM_MUL,MUL,asm,identifier,,x86 / gas,,,,,,,,गुणा,,,,,,,,,,,,,,,,,,,
ASM_NEG,NEG,asm,identifier,,x86 / gas,,,,,,,,नकार,,,,,,,,,,,,,,,,,,,
ASM_NOP,NOP,asm,identifier,,x86 / gas,,,,,,,,वक्रि,,,,,,,,,,,,,,,,,,,
ASM_OUT,OUT,asm,identifier,,x86 / gas,,,,,,,,बाहर,,,,,,,,,,,,,,,,,,,
ASM_OUTSB,OUTSB,asm,identifier,,x86 / gas,,,,,,,,बमब,,,,,,,,,,,,,,,,,,,
ASM_OUTSW,OUTSW,asm,identifier,,x86 / gas,,,,,,,,बमश,,,,,,,,,,,,,,,,,,,
ASM_POP,POP,asm,identifier,,x86 / gas,,,,,,,,लो,,,,,,,,,,,,,,,,,,,
ASM_POPA,POPA,asm,identifier,,x86 / gas,,,,,,,,लोस,,,,,,,,,,,,,,,,,,,
ASM_POPAD,POPAD,asm,identifier,,x86 / gas,,,,,,,,लोसद,,,,,,,,,,,,,,,,,,,
ASM_POPF,POPF,asm,identifier,,x86 / gas,,,,,,,,लोझ,,,,,,,,,,,,,,,,,,,
ASM_POPFD,POPFD,asm,identifier,,x86 / gas,,,,,,,,लोझद,,,,,,,,,,,,,,,,,,,
