construct,standard,host,kind,iso_clause,std_ref,arabic,aramaic,assamese,bengali,dari,gujarati,hebrew,hindi,kannada,kashmiri,malayalam,marathi,nepali,odia,pali,pashto,persian,phoenician,prakrit,punjabi,sanskrit,shahmukhi,sindhi,syriac,tamil,telugu,urdu
JAVA_SHORT,short,java,identifier,,JLS SE 17,,,,,,,,लघु,,,,,,,,,,,,,,,,,,,مختصر
JAVA_STATIC,static,java,identifier,,JLS SE 17,ساكن,סטטי,স্থিৰ,স্থির,ساكن,સ્થિર,סטטי,स्थिर,ಸ್ಥಿರ,ساكن,സ്ഥിതം,स्थिर,स्थिर,ସ୍ଥିର,ठित,ساكن,ایستا,סטטי,ठिअ,ਸਥਿਰ,स्थिर,ساكن,ساكن,סטטי,நிலையான,స్థిర,ساکن
JAVA_STRICTFP,strictfp,java,identifier,,JLS SE 17,,,,,,,,दृढ़भग्न,,,,,,,,,,,,,,,,,,,
JAVA_SUPER,super,java,identifier,,JLS SE 17,,,,,,,,मह,,,,,,,,,,,,,,,,,,,
JAVA_SWITCH,switch,java,identifier,,JLS SE 17,بدل,בחר,নিৰ্বাচন,নির্বাচন,بدل,પસંદગી,בחר,चयन,ಆಯ್ಕೆ,بدل,തിരഞ്ഞെടുപ്പ്,निवड,चयन,ବାଛ,विकप्प,بدل,انتخاب,בחר,विअप्प,ਚੋਣ,विकल्प,بدل,بدل,בחר,தேர்வு,ఎంపిక,انتخاب
JAVA_SYNCHRONISED,synchronised,java,identifier,,JLS SE 17,,,,,,,,समप्रवाह,,,,,,,,,,,,,,,,,,,
JAVA_THIS,this,java,identifier,,JLS SE 17,,,,,,,,यह,,,,,,,,,,,,,,,,,,,
JAVA_THROW,throw,java,identifier,,JLS SE 17,,,,,,,,फेंको,,,,,,,,,,,,,,,,,,,
JAVA_THROWS,throws,java,identifier,,JLS SE 17,,,,,,,,फेंकता_है,,,,,,,,,,,,,,,,,,,
JAVA_TRANSIENT,transient,java,identifier,,JLS SE 17,,,,,,,,अस्थायी,,,,,,,,,,,,,,,,,,,
JAVA_TRY,try,java,identifier,,JLS SE 17,,,,,,,,प्रयास,,,,,,,,,,,,,,,,,,,کوشش
JAVA_VOID,void,java,identifier,,JLS SE 17,دالة,ריק,শূন্য,কাজ,دالة,વિધેય,ריק,कृत्य,ಕಾರ್ಯ,دالة,ധർമ്മം,कार्य,शून्य,କାର୍ଯ୍ୟ,सुञ्ञ,دالة,تابع,ריק,किरिया,ਕਾਰਜ,क्रिया,دالة,دالة,ריק,செயல்,ప్రమేయం,تابع
JAVA_VOLATILE,volatile,java,identifier,,JLS SE 17,,,,,,,,अस्थिर,,,,,,,,,,,,,,,,,,,متغیر
JAVA_WHILE,while,java,identifier,,JLS SE 17,طالما,כלעוד,যেতিয়ালৈ,যতক্ষণ,طالما,જ્યાંસુધી,כלעוד,जबतक,ತನಕ,طالما,വരെ,पर्यंत,जबसम्म,ଯେପର୍ଯ୍ୟନ୍ତ,याव,طالما,تازمانیکه,כלעוד,जाव,ਜਦਤੱਕ,यावत्,طالما,طالما,ܟܡܐ,வரை,వరకు,جبتک
JAVA_APPLET,Applet,java,identifier,,JLS SE 17,,,,,,,,प्रयोग_श्रेणी,,,,,,,,,,,,,,,,,,,
JAVA_APPLET,applet,java,identifier,,JLS SE 17,,,,,,,,प्रयोग,,,,,,,,,,,,,,,,,,,
JAVA_ARGS,args,java,identifier,,JLS SE 17,,,,,,,,तर्क,,,,,,,,,,,,,,,,,,,
JAVA_ARITHMETICEXCEPTION,ArithmeticException,java,identifier,,JLS SE 17,,,,,,,,गणित_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_ARRAYINDEXOUTOFBOUNDSEXCEPTION,ArrayIndexOutOfBoundsException,java,identifier,,JLS SE 17,,,,,,,,व्यूह_सूचकांक_खेद_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_ARRAYSTATEEXCEPTION,ArrayStateException,java,identifier,,JLS SE 17,,,,,,,,व्यूह_स्थिति_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_AUDIOCLIP,AudioClip,java,identifier,,JLS SE 17,,,,,,,,ध्वनि_अंश,,,,,,,,,,,,,,,,,,,
JAVA_BUFFEREDREADER,BufferedReader,java,identifier,,JLS SE 17,,,,,,,,बफर_पाठक,,,,,,,,,,,,,,,,,,,
JAVA_CHARAT,charAt,java,identifier,,JLS SE 17,,,,,,,,अक्षर_स्थान,,,,,,,,,,,,,,,,,,,
JAVA_CLASSCASTEXCEPTION,ClassCastException,java,identifier,,JLS SE 17,,,,,,,,श्रेणी_साँचा_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_CLASSNOTFOUNDEXCEPTION,ClassNotFoundException,java,identifier,,JLS SE 17,,,,,,,,श्रेणी_उपलब्ध_नहीं_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_CLASSNOTSUPPORTEDEXCEPTION,ClassNotSupportedException,java,identifier,,JLS SE 17,,,,,,,,श्रेणी_निराधार_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_CLONE,clone,java,identifier,,JLS SE 17,,,,,,,,नकल,,,,,,,,,,,,,,,,,,,
JAVA_CLOSE,close,java,identifier,,JLS SE 17,,,,,,,,बंद,,,,,,,,,,,,,,,,,,,
JAVA_COMPARETO,compareTo,java,identifier,,JLS SE 17,,,,,,,,भेद,,,,,,,,,,,,,,,,,,,
JAVA_CONCAT,concat,java,identifier,,JLS SE 17,,,,,,,,संयोग,,,,,,,,,,,,,,,,,,,
JAVA_CURRENTTHREAD,currentThread,java,identifier,,JLS SE 17,,,,,,,,यह_कड़ी,,,,,,,,,,,,,,,,,,,
JAVA_DATE,Date,java,identifier,,JLS SE 17,,,,,,,,दिन,,,,,,,,,,,,,,,,,,,
JAVA_DESTROY,destroy,java,identifier,,JLS SE 17,,,,,,,,मिटाओ,,,,,,,,,,,,,,,,,,,
JAVA_DRAWSTRING,drawString,java,identifier,,JLS SE 17,,,,,,,,माला_लिखो,,,,,,,,,,,,,,,,,,,
JAVA_ENDSWITH,endsWith,java,identifier,,JLS SE 17,,,,,,,,अंत_में,,,,,,,,,,,,,,,,,,,
JAVA_EQUALS,equals,java,identifier,,JLS SE 17,,,,,,,,बराबर,,,,,,,,,,,,,,,,,,,
JAVA_EQUALSIGNORECASE,equalsIgnoreCase,java,identifier,,JLS SE 17,,,,,,,,बराबर_न,,,,,,,,,,,,,,,,,,,
JAVA_FILEINPUTSTREAM,FileInputStream,java,identifier,,JLS SE 17,,,,,,,,खाता_प्रवेश_प्रवाह,,,,,,,,,,,,,,,,,,,
JAVA_FILEOUTPUTSTREAM,FileOutputStream,java,identifier,,JLS SE 17,,,,,,,,खाता_निकास_प्रवाह,,,,,,,,,,,,,,,,,,,
JAVA_FILLINSTACKTRACE,fillInStackTrace,java,identifier,,JLS SE 17,,,,,,,,भरो_ढेर,,,,,,,,,,,,,,,,,,,
JAVA_FINALIZE,finalize,java,identifier,,JLS SE 17,,,,,,,,अंतिम,,,,,,,,,,,,,,,,,,,
JAVA_GETAUDIOCLIP,getAudioClip,java,identifier,,JLS SE 17,,,,,,,,लो_ध्वनि_अंश,,,,,,,,,,,,,,,,,,,
JAVA_GETBYTES,getBytes,java,identifier,,JLS SE 17,,,,,,,,लो_बाइट,,,,,,,,,,,,,,,,,,,
JAVA_GETCHARS,getChars,java,identifier,,JLS SE 17,,,,,,,,लो_अक्षर,,,,,,,,,,,,,,,,,,,
JAVA_GETCLASS,getClass,java,identifier,,JLS SE 17,,,,,,,,लो_श्रेणी,,,,,,,,,,,,,,,,,,,
JAVA_GETCONTENTLENGTH,getContentLength,java,identifier,,JLS SE 17,,,,,,,,लो_अंश_माप,,,,,,,,,,,,,,,,,,,
JAVA_GETCONTENTTYPE,getContentType,java,identifier,,JLS SE 17,,,,,,,,लो_अंश_प्रकार,,,,,,,,,,,,,,,,,,,
JAVA_GETDATE,getDate,java,identifier,,JLS SE 17,,,,,,,,लो_दिन,,,,,,,,,,,,,,,,,,,
JAVA_GETEXPIRATION,getExpiration,java,identifier,,JLS SE 17,,,,,,,,लो_अन्त,,,,,,,,,,,,,,,,,,,
JAVA_GETFIELDID,GetFieldID,java,identifier,,JLS SE 17,,,,,,,,लो_क्षेत्र_सूचकांक,,,,,,,,,,,,,,,,,,,
JAVA_GETIMAGE,getImage,java,identifier,,JLS SE 17,,,,,,,,लो_छवि,,,,,,,,,,,,,,,,,,,
JAVA_GETINPUTSTREAM,getInputStream,java,identifier,,JLS SE 17,,,,,,,,लो_प्रवेश_प्रवाह,,,,,,,,,,,,,,,,,,,
JAVA_GETINTFIELD,GetIntField,java,identifier,,JLS SE 17,,,,,,,,लो_पूर्ण_क्षेत्र,,,,,,,,,,,,,,,,,,,
JAVA_GETLASTMODIFIED,getLastModified,java,identifier,,JLS SE 17,,,,,,,,लो_पूर्व_बदली,,,,,,,,,,,,,,,,,,,
JAVA_GETLOCALIZEDMESSAGE,getLocalizedMessage,java,identifier,,JLS SE 17,,,,,,,,लो_स्थानीय_संदेश,,,,,,,,,,,,,,,,,,,
JAVA_GETMESSAGE,getMessage,java,identifier,,JLS SE 17,,,,,,,,लो_संकेत,,,,,,,,,,,,,,,,,,,
JAVA_GETNAME,getName,java,identifier,,JLS SE 17,,,,,,,,लो_नाम,,,,,,,,,,,,,,,,,,,
JAVA_GETOBJECTCLASS,GetObjectClass,java,identifier,,JLS SE 17,,,,,,,,लो_वस्तु_श्रेणी,,,,,,,,,,,,,,,,,,,
JAVA_GETPARAMETER,getParameter,java,identifier,,JLS SE 17,,,,,,,,लो_तर्क,,,,,,,,,,,,,,,,,,,
JAVA_GETPRIORITY,getPriority,java,identifier,,JLS SE 17,,,,,,,,लो_प्राथमिक,,,,,,,,,,,,,,,,,,,
JAVA_GRAPHICS,Graphics,java,identifier,,JLS SE 17,,,,,,,,चित्रांकन,,,,,,,,,,,,,,,,,,,
JAVA_HASHCODE,hashCode,java,identifier,,JLS SE 17,,,,,,,,हैश_कूट,,,,,,,,,,,,,,,,,,,
JAVA_ILLEGALACCESSEXCEPTION,IllegalAccessException,java,identifier,,JLS SE 17,,,,,,,,अवैध_प्रवेश_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_ILLEGALARGUMENTEXCEPTION,IllegalArgumentException,java,identifier,,JLS SE 17,,,,,,,,अवैध_तर्क_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_ILLEGALMONITORSTATEEXCEPTION,IllegalMonitorStateException,java,identifier,,JLS SE 17,,,,,,,,अवैध_योजक_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_ILLEGALSTATEEXCEPTION,IllegalStateException,java,identifier,,JLS SE 17,,,,,,,,अवैध_स्थिति_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_ILLEGALTHREADSTATEEXCEPTION,IllegalThreadStateException,java,identifier,,JLS SE 17,,,,,,,,अवैध_कड़ी_स्थिति_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_IMAGE,Image,java,identifier,,JLS SE 17,,,,,,,,छवि,,,,,,,,,,,,,,,,,,,
JAVA_INDEXOF,indexOf,java,identifier,,JLS SE 17,,,,,,,,सूचकांक,,,,,,,,,,,,,,,,,,,
JAVA_INDEXOUTOFBOUNDSEXCEPTION,IndexOutOfBoundsException,java,identifier,,JLS SE 17,,,,,,,,सूचकांक_भेद_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_INIT,init,java,identifier,,JLS SE 17,,,,,,,,उपसर्ग,,,,,,,,,,,,,,,,,,,
JAVA_INPUTSTREAM,InputStream,java,identifier,,JLS SE 17,,,,,,,,प्रवेश_प्रवाह,,,,,,,,,,,,,,,,,,,
JAVA_INPUTSTREAMREADER,InputStreamReader,java,identifier,,JLS SE 17,,,,,,,,प्रवेश_प्रवाह_पाठक,,,,,,,,,,,,,,,,,,,
JAVA_INSTANTIATIONEXCEPTION,InstantiationException,java,identifier,,JLS SE 17,,,,,,,,अवतारण_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_INTERRUPTEDEXCEPTION,InterruptedException,java,identifier,,JLS SE 17,,,,,,,,विघ्न_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_IO,io,java,identifier,,JLS SE 17,,,,,,,,पन,,,,,,,,,,,,,,,,,,,
JAVA_ISALIVE,isAlive,java,identifier,,JLS SE 17,,,,,,,,जीवित_है,,,,,,,,,,,,,,,,,,,
JAVA_JAVA,java,java,identifier,,JLS SE 17,,,,,,,,कृत्रिम,,,,,,,,,,,,,,,,,,,
JAVA_JOIN,join,java,identifier,,JLS SE 17,,,,,,,,मेल,,,,,,,,,,,,,,,,,,,
JAVA_LASTINDEXOF,lastIndexOf,java,identifier,,JLS SE 17,,,,,,,,पूर्व_सूचकांक,,,,,,,,,,,,,,,,,,,
JAVA_LENGTH,length,java,identifier,,JLS SE 17,,,,,,,,माप,,,,,,,,,,,,,,,,,,,
JAVA_LOADLIBRARY,loadLibrary,java,identifier,,JLS SE 17,,,,,,,,लो_कोष,,,,,,,,,,,,,,,,,,,
JAVA_LOOP,loop,java,identifier,,JLS SE 17,,,,,,,,दोहराओ,,,,,,,,,,,,,,,,,,,دہراؤ
JAVA_MATH,Math,java,identifier,,JLS SE 17,,,,,,,,गणित,,,,,,,,,,,,,,,,,,,
JAVA_MAX_PRIORITY,MAX_PRIORITY,java,identifier,,JLS SE 17,,,,,,,,उच्च_प्राथमिकता,,,,,,,,,,,,,,,,,,,
JAVA_MIN_PRIORITY,MIN_PRIORITY,java,identifier,,JLS SE 17,,,,,,,,न्यून_प्राथमिकता,,,,,,,,,,,,,,,,,,,
JAVA_NEGATIVEARRAYSIZEEXCEPTION,NegativeArraySizeException,java,identifier,,JLS SE 17,,,,,,,,ऋण_व्यूह_माप_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_NET,net,java,identifier,,JLS SE 17,,,,,,,,नेट,,,,,,,,,,,,,,,,,,,
JAVA_NEXTDOUBLE,nextdouble,java,identifier,,JLS SE 17,,,,,,,,अगला_द्वि,,,,,,,,,,,,,,,,,,,
JAVA_NORM_PRIORITY,NORM_PRIORITY,java,identifier,,JLS SE 17,,,,,,,,सामान्य_प्राथमिकता,,,,,,,,,,,,,,,,,,,
JAVA_NOSUCHFIELDEXCEPTION,NoSuchFieldException,java,identifier,,JLS SE 17,,,,,,,,कोई_ऐसा_क्षेत्र_नहीं_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_NOSUCHMETHODEXCEPTION,NoSuchMethodException,java,identifier,,JLS SE 17,,,,,,,,कोई_ऐसी_क्रिया_नहीं_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_NOTIFY,notify,java,identifier,,JLS SE 17,,,,,,,,संकेत,,,,,,,,,,,,,,,,,,,
JAVA_NOTIFYALL,notifyAll,java,identifier,,JLS SE 17,,,,,,,,संकेत_सब,,,,,,,,,,,,,,,,,,,
JAVA_NULLPOINTEREXCEPTION,NullPointerException,java,identifier,,JLS SE 17,,,,,,,,शून्य_सूचक_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_OBJECT,Object,java,identifier,,JLS SE 17,,,,,,,,वस्तु,,,,,,,,,,,,,,,,,,,
JAVA_OPENCONNECTION,openConnection,java,identifier,,JLS SE 17,,,,,,,,खोलो_सम्बन्ध,,,,,,,,,,,,,,,,,,,
JAVA_OUT,out,java,identifier,,JLS SE 17,,,,,,,,बाहर,,,,,,,,,,,,,,,,,,,
JAVA_OUTPUTSTREAM,OutputStream,java,identifier,,JLS SE 17,,,,,,,,निकास_प्रवाह,,,,,,,,,,,,,,,,,,,
JAVA_PAINT,paint,java,identifier,,JLS SE 17,,,,,,,,बनाओ,,,,,,,,,,,,,,,,,,,
JAVA_PLAY,play,java,identifier,,JLS SE 17,,,,,,,,बजाओ,,,,,,,,,,,,,,,,,,,
JAVA_PRINTLN,println,java,identifier,,JLS SE 17,,,,,,,,म_लिखो_न,,,,,,,,,,,,,,,,,,,
JAVA_PRINTSTACKTRACE,printStackTrace,java,identifier,,JLS SE 17,,,,,,,,दिखाओ_ढेर,,,,,,,,,,,,,,,,,,,
JAVA_PRINTWRITER,PrintWriter,java,identifier,,JLS SE 17,,,,,,,,छापाकार,,,,,,,,,,,,,,,,,,,
JAVA_RAND,rand,java,identifier,,JLS SE 17,,,,,,,,अक्रम,,,,,,,,,,,,,,,,,,,
JAVA_READ,read,java,identifier,,JLS SE 17,,,,,,,,म_पढ़ो,,,,,,,,,,,,,,,,,,,
JAVA_READER,Reader,java,identifier,,JLS SE 17,,,,,,,,पाठक,,,,,,,,,,,,,,,,,,,
JAVA_READLINE,readLine,java,identifier,,JLS SE 17,,,,,,,,पंक्ति_पढ़ो,,,,,,,,,,,,,,,,,,,
JAVA_REGIONMATCHES,regionMatches,java,identifier,,JLS SE 17,,,,,,,,क्षेत्र_मेल,,,,,,,,,,,,,,,,,,,
JAVA_REPLACE,replace,java,identifier,,JLS SE 17,,,,,,,,प्रतिस्थापन,,,,,,,,,,,,,,,,,,,
JAVA_RESUME,resume,java,identifier,,JLS SE 17,,,,,,,,पुनः_आरम्भ,,,,,,,,,,,,,,,,,,,
JAVA_RUN,run,java,identifier,,JLS SE 17,,,,,,,,आरम्भ,,,,,,,,,,,,,,,,,,,
JAVA_RUNNABLE,Runnable,java,identifier,,JLS SE 17,,,,,,,,आरम्भ_लायक,,,,,,,,,,,,,,,,,,,
JAVA_SECURITYEXCEPTION,SecurityException,java,identifier,,JLS SE 17,,,,,,,,सुरक्षा_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_SETINTFIELD,SetIntField,java,identifier,,JLS SE 17,,,,,,,,रखो_पूर्ण_क्षेत्र,,,,,,,,,,,,,,,,,,,
JAVA_SETNAME,setName,java,identifier,,JLS SE 17,,,,,,,,रखो_नाम,,,,,,,,,,,,,,,,,,,
JAVA_SETPRIORITY,setPriority,java,identifier,,JLS SE 17,,,,,,,,रखो_प्राथमिकता,,,,,,,,,,,,,,,,,,,
JAVA_SLEEP,sleep,java,identifier,,JLS SE 17,,,,,,,,सो_जाओ,,,,,,,,,,,,,,,,,,,
JAVA_SQRT,sqrt,java,identifier,,JLS SE 17,,,,,,,,वर्ग_मूल,,,,,,,,,,,,,,,,,,,
JAVA_START,start,java,identifier,,JLS SE 17,,,,,,,,शुरू,,,,,,,,,,,,,,,,,,,آغاز
JAVA_STARTSWITH,startsWith,java,identifier,,JLS SE 17,,,,,,,,शुरू_में,,,,,,,,,,,,,,,,,,,
JAVA_STOP,stop,java,identifier,,JLS SE 17,,,,,,,,विराम,,,,,,,,,,,,,,,,,,,
JAVA_STRING,String,java,identifier,,JLS SE 17,,,,,,,,माला_श्रेणी,,,,,,,,,,,,,,,,,,,
JAVA_STRINGBUFFER,StringBuffer,java,identifier,,JLS SE 17,,,,,,,,माला_बफर,,,,,,,,,,,,,,,,,,,
JAVA_STRINGINDEXOUTOFBOUNDS,StringIndexOutOfBounds,java,identifier,,JLS SE 17,,,,,,,,माला_सूचकांक_सीमा_खेद,,,,,,,,,,,,,,,,,,,
JAVA_SUBSTRING,substring,java,identifier,,JLS SE 17,,,,,,,,उपमाला,,,,,,,,,,,,,,,,,,,
JAVA_SUSPEND,suspend,java,identifier,,JLS SE 17,,,,,,,,स्थगित,,,,,,,,,,,,,,,,,,,
JAVA_SYSTEM,System,java,identifier,,JLS SE 17,,,,,,,,प्रणाली,,,,,,,,,,,,,,,,,,,
JAVA_THREAD,Thread,java,identifier,,JLS SE 17,,,,,,,,कड़ी,,,,,,,,,,,,,,,,,,,
JAVA_THROWABLE,Throwable,java,identifier,,JLS SE 17,,,,,,,,फेंकने_लायक,,,,,,,,,,,,,,,,,,,
JAVA_TOCHARARRAY,toCharArray,java,identifier,,JLS SE 17,,,,,,,,करो_अक्षर_व्यूह,,,,,,,,,,,,,,,,,,,
JAVA_TOLOWERCASE,toLowerCase,java,identifier,,JLS SE 17,,,,,,,,करो_छोटे,,,,,,,,,,,,,,,,,,,
JAVA_TOSTRING,toString,java,identifier,function toString() { [native code] },JLS SE 17,,,,,,,,करो_माला,,,,,,,,,,,,,,,,,,,
JAVA_TOUPPERCASE,toUpperCase,java,identifier,,JLS SE 17,,,,,,,,करो_बड़े,,,,,,,,,,,,,,,,,,,
JAVA_TRIM,trim,java,identifier,,JLS SE 17,,,,,,,,छाँटो,,,,,,,,,,,,,,,,,,,
JAVA_UNSUPPORTEDOPERATIONEXCEPTION,UnsupportedOperationException,java,identifier,,JLS SE 17,,,,,,,,क्रिया_उपलब्ध_नहीं_त्रुटि,,,,,,,,,,,,,,,,,,,
JAVA_UPDATE,update,java,identifier,,JLS SE 17,,,,,,,,नया_हाल,,,,,,,,,,,,,,,,,,,
JAVA_URLCONNECTION,URLConnection,java,identifier,,JLS SE 17,,,,,,,,वसंज्ञ_सम्बन्ध,,,,,,,,,,,,,,,,,,,
JAVA_UTIL,util,java,identifier,,JLS SE 17,,,,,,,,उपयोग,,,,,,,,,,,,,,,,,,,
JAVA_VALUEOF,valueof,java,identifier,,JLS SE 17,,,,,,,,मान,,,,,,,,,,,,,,,,,,,
JAVA_WAIT,wait,java,identifier,,JLS SE 17,,,,,,,,रुको,,,,,,,,,,,,,,,,,,,
JAVA_WRITE,write,java,identifier,,JLS SE 17,,,,,,,,म_लिखो,,,,,,,,,,,,,,,,,,,
JAVA_WRITER,Writer,java,identifier,,JLS SE 17,,,,,,,,लेखक,,,,,,,,,,,,,,,,,,,
LEX_YYLEX,yylex,lex,identifier,,POSIX.1-2017 lex,,,,,,,,श_शब्द,,,,,,,,,,,,,,,,,,,شبد_پڑھو
LEX_YYLVAL,yylval,lex,identifier,,POSIX.1-2017 lex,,,,,,,,श_ब_मान,,,,,,,,,,,,,,,,,,,شبد_قدر
LEX_YYTEXT,yytext,lex,identifier,,POSIX.1-2017 lex,,,,,,,,श_माला,,,,,,,,,,,,,,,,,,,شبد_متن
LEX_YYLINENO,yylineno,lex,identifier,,POSIX.1-2017 lex,,,,,,,,श_पंक्ति,,,,,,,,,,,,,,,,,,,شبد_سطر
YACC_YYLEX,yylex,yacc,identifier,,POSIX.1-2017 yacc,,,,,,,,श_शब्द,,,,,,,,,,,,,,,,,,,شبد_پڑھو
YACC_YYLVAL,yylval,yacc,identifier,,POSIX.1-2017 yacc,,,,,,,,श_ब_मान,,,,,,,,,,,,,,,,,,,شبد_قدر
YACC_YYTEXT,yytext,yacc,identifier,,POSIX.1-2017 yacc,,,,,,,,श_माला,,,,,,,,,,,,,,,,,,,شبد_متن
YACC_YYLINENO,yylineno,yacc,identifier,,POSIX.1-2017 yacc,,,,,,,,श_पंक्ति,,,,,,,,,,,,,,,,,,,شبد_سطر
YACC_YYPARSE,yyparse,yacc,identifier,,POSIX.1-2017 yacc,,,,,,,,व्याक,,,,,,,,,,,,,,,,,,,قواعد_پڑھو
YACC_YYERROR,yyerror,yacc,identifier,,POSIX.1-2017 yacc,,,,,,,,व्याक_त्रुटि,,,,,,,,,,,,,,,,,,,قواعد_خطا
ASM_AH,AH,asm,identifier,,x86 / gas,,,,,,,,कउ,,,,,,,,,,,,,,,,,,,
ASM_AL,AL,asm,identifier,,x86 / gas,,,,,,,,कन,,,,,,,,,,,,,,,,,,,
ASM_AX,AX,asm,identifier,,x86 / gas,,,,,,,,कक्ष,,,,,,,,,,,,,,,,,,,
ASM_BH,BH,asm,identifier,,x86 / gas,,,,,,,,खउ,,,,,,,,,,,,,,,,,,,
ASM_BL,BL,asm,identifier,,x86 / gas,,,,,,,,खन,,,,,,,,,,,,,,,,,,,
ASM_BX,BX,asm,identifier,,x86 / gas,,,,,,,,खक्ष,,,,,,,,,,,,,,,,,,,
ASM_CH,CH,asm,identifier,,x86 / gas,,,,,,,,गउ,,,,,,,,,,,,,,,,,,,
ASM_CL,CL,asm,identifier,,x86 / gas,,,,,,,,गन,,,,,,,,,,,,,,,,,,,
ASM_CX,CX,asm,identifier,,x86 / gas,,,,,,,,गक्ष,,,,,,,,,,,,,,,,,,,
ASM_DH,DH,asm,identifier,,x86 / gas,,,,,,,,घउ,,,,,,,,,,,,,,,,,,,
ASM_DL,DL,asm,identifier,,x86 / gas,,,,,,,,घन,,,,,,,,,,,,,,,,,,,
ASM_DX,DX,asm,identifier,,x86 / gas,,,,,,,,घक्ष,,,,,,,,,,,,,,,,,,,
ASM_EAX,EAX,asm,identifier,,x86 / gas,,,,,,,,बकक्ष,,,,,,,,,,,,,,,,,,,
ASM_EBX,EBX,asm,identifier,,x86 / gas,,,,,,,,बखक्ष,,,,,,,,,,,,,,,,,,,
ASM_ECX,ECX,asm,identifier,,x86 / gas,,,,,,,,बगक्ष,,,,,,,,,,,,,,,,,,,
ASM_EDX,EDX,asm,identifier,,x86 / gas,,,,,,,,बघक्ष,,,,,,,,,,,,,,,,,,,
ASM_EBP,EBP,asm,identifier,,x86 / gas,,,,,,,,बआस,,,,,,,,,,,,,,,,,,,
ASM_EIP,EIP,asm,identifier,,x86 / gas,,,,,,,,बनस,,,,,,,,,,,,,,,,,,,
ASM_EDI,EDI,asm,identifier,,x86 / gas,,,,,,,,बतक,,,,,,,,,,,,,,,,,,,
ASM_ESI,ESI,asm,identifier,,x86 / gas,,,,,,,,बढक,,,,,,,,,,,,,,,,,,,
ASM_BP,BP,asm,identifier,,x86 / gas,,,,,,,,आस,,,,,,,,,,,,,,,,,,,
ASM_IP,IP,asm,identifier,,x86 / gas,,,,,,,,नस,,,,,,,,,,,,,,,,,,,
ASM_SP,SP,asm,identifier,,x86 / gas,,,,,,,,ढस,,,,,,,,,,,,,,,,,,,
ASM_CS,CS,asm,identifier,,x86 / gas,,,,,,,,कख,,,,,,,,,,,,,,,,,,,
ASM_DS,DS,asm,identifier,,x86 / gas,,,,,,,,तख,,,,,,,,,,,,,,,,,,,
ASM_ES,ES,asm,identifier,,x86 / gas,,,,,,,,बख,,,,,,,,,,,,,,,,,,,
ASM_FS,FS,asm,identifier,,x86 / gas,,,,,,,,दख,,,,,,,,,,,,,,,,,,,
ASM_GS,GS,asm,identifier,,x86 / gas,,,,,,,,गख,,,,,,,,,,,,,,,,,,,
ASM_SS,SS,asm,identifier,,x86 / gas,,,,,,,,ढख,,,,,,,,,,,,,,,,,,,
ASM_DI,DI,asm,identifier,,x86 / gas,,,,,,,,तक,,,,,,,,,,,,,,,,,,,
ASM_SI,SI,asm,identifier,,x86 / gas,,,,,,,,ढक,,,,,,,,,,,,,,,,,,,
ASM_AND,AND,asm,identifier,,x86 / gas,,,,,,,,और,,,,,,,,,,,,,,,,,,,
ASM_BYTE,BYTE,asm,identifier,,x86 / gas,,,,,,,,बाइट,,,,,,,,,,,,,,,,,,,
ASM_COMMENT,COMMENT,asm,identifier,,x86 / gas,,,,,,,,टिप्पणी,,,,,,,,,,,,,,,,,,,
ASM_CON,CON,asm,identifier,,x86 / gas,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM_DUP,DUP,asm,identifier,,x86 / gas,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM_EQ,EQ,asm,identifier,,x86 / gas,,,,,,,,बर,,,,,,,,,,,,,,,,,,,
ASM_FAR,FAR,asm,identifier,,x86 / gas,,,,,,,,दूर,,,,,,,,,,,,,,,,,,,
ASM_GE,GE,asm,identifier,,x86 / gas,,,,,,,,जब,,,,,,,,,,,,,,,,,,,
ASM_GT,GT,asm,identifier,,x86 / gas,,,,,,,,जय,,,,,,,,,,,,,,,,,,,
ASM_HIGH,HIGH,asm,identifier,,x86 / gas,,,,,,,,उच्च,,,,,,,,,,,,,,,,,,,
ASM_LE,LE,asm,identifier,,x86 / gas,,,,,,,,कब,,,,,,,,,,,,,,,,,,,
